Country,Brand,Name,Amount,Price,Currency,Price / stick,URL
Dominican Republic,Cuesta Rey Centenario Colección,Cuesta Rey Centenario Colección Pyramide Nr.9,10,101.85,EUR,10.184999999999999,https://www.hacico.de/en/Cigars/Dominican-Republic/Cuesta-Rey-Centenario-Coleccion
Dominican Republic,Cuesta Rey Centenario Colección,Cuesta Rey Centenario Colección Robusto Nr.7,1,9.0,EUR,9.0,https://www.hacico.de/en/Cigars/Dominican-Republic/Cuesta-Rey-Centenario-Coleccion
Dominican Republic,Cuesta Rey Centenario Colección,Cuesta Rey Centenario Colección Robusto Nr.7,10,87.3,EUR,8.73,https://www.hacico.de/en/Cigars/Dominican-Republic/Cuesta-Rey-Centenario-Coleccion
Dominican Republic,Cuesta Rey Centenario Colección,Cuesta Rey Centenario Colección Tuscany,1,11.0,EUR,11.0,https://www.hacico.de/en/Cigars/Dominican-Republic/Cuesta-Rey-Centenario-Coleccion
Dominican Republic,Cuesta Rey Centenario Colección,Cuesta Rey Centenario Colección Tuscany,10,106.7,EUR,10.67,https://www.hacico.de/en/Cigars/Dominican-Republic/Cuesta-Rey-Centenario-Coleccion
Dominican Republic,Crowned Heads J.D. Howard Reserv,Crowned Heads J.D. Howard Reserve HR54 (Robusto Gordo),1,13.5,EUR,13.5,https://www.hacico.de/en/Cigars/Dominican-Republic/Crowned-Heads-JD-Howard-Reserv
Dominican Republic,Crowned Heads J.D. Howard Reserv,Crowned Heads J.D. Howard Reserve HR54 (Robusto Gordo),24,314.28,EUR,13.094999999999999,https://www.hacico.de/en/Cigars/Dominican-Republic/Crowned-Heads-JD-Howard-Reserv
Dominican Republic,Crowned Heads J.D. Howard Reserv,Crowned Heads J.D. Howard Reserve HR46 (Corona Gorda),1,11.9,EUR,11.9,https://www.hacico.de/en/Cigars/Dominican-Republic/Crowned-Heads-JD-Howard-Reserv
Dominican Republic,Crowned Heads J.D. Howard Reserv,Crowned Heads J.D. Howard Reserve HR46 (Corona Gorda),24,277.03,EUR,11.542916666666665,https://www.hacico.de/en/Cigars/Dominican-Republic/Crowned-Heads-JD-Howard-Reserv
Dominican Republic,Crowned Heads J.D. Howard Reserv,Crowned Heads J.D. Howard Reserve HR48 (Corona),1,11.9,EUR,11.9,https://www.hacico.de/en/Cigars/Dominican-Republic/Crowned-Heads-JD-Howard-Reserv
Dominican Republic,Crowned Heads J.D. Howard Reserv,Crowned Heads J.D. Howard Reserve HR48 (Corona),24,277.03,EUR,11.542916666666665,https://www.hacico.de/en/Cigars/Dominican-Republic/Crowned-Heads-JD-Howard-Reserv
Dominican Republic,Crowned Heads J.D. Howard Reserv,Crowned Heads J.D. Howard Reserve HR50 (Toro),1,11.9,EUR,11.9,https://www.hacico.de/en/Cigars/Dominican-Republic/Crowned-Heads-JD-Howard-Reserv
Dominican Republic,Crowned Heads J.D. Howard Reserv,Crowned Heads J.D. Howard Reserve HR50 (Toro),24,277.03,EUR,11.542916666666665,https://www.hacico.de/en/Cigars/Dominican-Republic/Crowned-Heads-JD-Howard-Reserv
Dominican Republic,Crowned Heads J.D. Howard Reserv,Crowned Heads J.D. Howard Reserve HR52 (Toro Gordo),1,13.5,EUR,13.5,https://www.hacico.de/en/Cigars/Dominican-Republic/Crowned-Heads-JD-Howard-Reserv
Dominican Republic,Crowned Heads J.D. Howard Reserv,Crowned Heads J.D. Howard Reserve HR52 (Toro Gordo),24,314.28,EUR,13.094999999999999,https://www.hacico.de/en/Cigars/Dominican-Republic/Crowned-Heads-JD-Howard-Reserv
Dominican Republic,Crowned Heads Headley Grange,Crowned Heads Headley Grange Corona Gorda,1,11.9,EUR,11.9,https://www.hacico.de/en/Cigars/Dominican-Republic/Crowned-Heads-Headley-Grange
Dominican Republic,Crowned Heads Headley Grange,Crowned Heads Headley Grange Corona Gorda,24,277.03,EUR,11.542916666666665,https://www.hacico.de/en/Cigars/Dominican-Republic/Crowned-Heads-Headley-Grange
Dominican Republic,Crowned Heads Headley Grange,Crowned Heads Headley Grange Hermoso No.4,1,11.9,EUR,11.9,https://www.hacico.de/en/Cigars/Dominican-Republic/Crowned-Heads-Headley-Grange
Dominican Republic,Crowned Heads Headley Grange,Crowned Heads Headley Grange Hermoso No.4,24,277.03,EUR,11.542916666666665,https://www.hacico.de/en/Cigars/Dominican-Republic/Crowned-Heads-Headley-Grange
Dominican Republic,Crowned Heads Headley Grange,Crowned Heads Headley Grange Estupendos,1,13.5,EUR,13.5,https://www.hacico.de/en/Cigars/Dominican-Republic/Crowned-Heads-Headley-Grange
Dominican Republic,Crowned Heads Headley Grange,Crowned Heads Headley Grange Estupendos,24,314.28,EUR,13.094999999999999,https://www.hacico.de/en/Cigars/Dominican-Republic/Crowned-Heads-Headley-Grange
Dominican Republic,Crowned Heads Headley Grange,Crowned Heads Headley Grange Eminentes,1,9.9,EUR,9.9,https://www.hacico.de/en/Cigars/Dominican-Republic/Crowned-Heads-Headley-Grange
Dominican Republic,Crowned Heads Headley Grange,Crowned Heads Headley Grange Eminentes,24,230.47,EUR,9.602916666666667,https://www.hacico.de/en/Cigars/Dominican-Republic/Crowned-Heads-Headley-Grange
Dominican Republic,Crowned Heads Headley Grange,Crowned Heads Headley Grange Dobles,1,13.5,EUR,13.5,https://www.hacico.de/en/Cigars/Dominican-Republic/Crowned-Heads-Headley-Grange
Dominican Republic,Crowned Heads Headley Grange,Crowned Heads Headley Grange Dobles,24,314.28,EUR,13.094999999999999,https://www.hacico.de/en/Cigars/Dominican-Republic/Crowned-Heads-Headley-Grange
Dominican Republic,Crowned Heads Four Kicks,Crowned Heads Four Kicks Corona Gorda,1,0.0,EUR,0.0,https://www.hacico.de/en/Cigars/Dominican-Republic/Crowned-Heads-Four-Kicks
Dominican Republic,Crowned Heads Four Kicks,Crowned Heads Four Kicks Corona Gorda,24,277.03,EUR,11.542916666666665,https://www.hacico.de/en/Cigars/Dominican-Republic/Crowned-Heads-Four-Kicks
Dominican Republic,Crowned Heads Four Kicks,Crowned Heads Four Kicks Robusto,1,11.9,EUR,11.9,https://www.hacico.de/en/Cigars/Dominican-Republic/Crowned-Heads-Four-Kicks
Dominican Republic,Crowned Heads Four Kicks,Crowned Heads Four Kicks Robusto,24,277.03,EUR,11.542916666666665,https://www.hacico.de/en/Cigars/Dominican-Republic/Crowned-Heads-Four-Kicks
Dominican Republic,Crowned Heads Four Kicks,Crowned Heads Four Kicks Seleccion No. 5,1,11.9,EUR,11.9,https://www.hacico.de/en/Cigars/Dominican-Republic/Crowned-Heads-Four-Kicks
Dominican Republic,Crowned Heads Four Kicks,Crowned Heads Four Kicks Seleccion No. 5,24,277.03,EUR,11.542916666666665,https://www.hacico.de/en/Cigars/Dominican-Republic/Crowned-Heads-Four-Kicks
Dominican Republic,Crowned Heads Four Kicks,Crowned Heads Four Kicks Sublime,1,13.5,EUR,13.5,https://www.hacico.de/en/Cigars/Dominican-Republic/Crowned-Heads-Four-Kicks
Dominican Republic,Crowned Heads Four Kicks,Crowned Heads Four Kicks Sublime,24,314.28,EUR,13.094999999999999,https://www.hacico.de/en/Cigars/Dominican-Republic/Crowned-Heads-Four-Kicks
Dominican Republic,Corrida,Corrida DomRep Robusto+,1,6.8,EUR,6.8,https://www.hacico.de/en/Cigars/Dominican-Republic/Corrida
Dominican Republic,Corrida,Corrida DomRep Robusto+,20,131.92,EUR,6.595999999999999,https://www.hacico.de/en/Cigars/Dominican-Republic/Corrida
Dominican Republic,Corrida,Corrida DomRep Toro+,1,7.8,EUR,7.8,https://www.hacico.de/en/Cigars/Dominican-Republic/Corrida
Dominican Republic,Corrida,Corrida DomRep Toro+,20,151.32,EUR,7.566,https://www.hacico.de/en/Cigars/Dominican-Republic/Corrida
Dominican Republic,Cibao,Cibao Piramides,1,6.6,EUR,6.6,https://www.hacico.de/en/Cigars/Dominican-Republic/Cibao
Dominican Republic,Cibao,Cibao Piramides,10,64.02,EUR,6.401999999999999,https://www.hacico.de/en/Cigars/Dominican-Republic/Cibao
Dominican Republic,Cibao,Cibao Panatella,1,5.2,EUR,5.2,https://www.hacico.de/en/Cigars/Dominican-Republic/Cibao
Dominican Republic,Cibao,Cibao Panatella,5,25.22,EUR,5.044,https://www.hacico.de/en/Cigars/Dominican-Republic/Cibao
Dominican Republic,Cibao,Cibao Panatella,25,126.1,EUR,5.044,https://www.hacico.de/en/Cigars/Dominican-Republic/Cibao
Dominican Republic,Centenario Anejo,Centenario Anejo Salomones,1,7.5,EUR,7.5,https://www.hacico.de/en/Cigars/Dominican-Republic/Centenario-Anejo
Dominican Republic,Centenario Anejo,Centenario Anejo Salomones,10,72.75,EUR,7.275,https://www.hacico.de/en/Cigars/Dominican-Republic/Centenario-Anejo
Dominican Republic,Centenario Anejo,Centenario Anejo Belicoso,1,5.1,EUR,5.1,https://www.hacico.de/en/Cigars/Dominican-Republic/Centenario-Anejo
Dominican Republic,Centenario Anejo,Centenario Anejo Belicoso,20,98.94,EUR,4.947,https://www.hacico.de/en/Cigars/Dominican-Republic/Centenario-Anejo
Dominican Republic,Centenario Anejo,Centenario Anejo Toro,1,4.95,EUR,4.95,https://www.hacico.de/en/Cigars/Dominican-Republic/Centenario-Anejo
Dominican Republic,Centenario Anejo,Centenario Anejo Toro,20,96.03,EUR,4.8015,https://www.hacico.de/en/Cigars/Dominican-Republic/Centenario-Anejo
Dominican Republic,Centenario Anejo,Centenario Anejo Robusto,1,4.3,EUR,4.3,https://www.hacico.de/en/Cigars/Dominican-Republic/Centenario-Anejo
Dominican Republic,Centenario Anejo,Centenario Anejo Robusto,20,83.42,EUR,4.171,https://www.hacico.de/en/Cigars/Dominican-Republic/Centenario-Anejo
Dominican Republic,Centenario Anejo,Centenario Anejo Petit Corona,1,2.95,EUR,2.95,https://www.hacico.de/en/Cigars/Dominican-Republic/Centenario-Anejo
Dominican Republic,Centenario Anejo,Centenario Anejo Petit Corona,20,57.23,EUR,2.8615,https://www.hacico.de/en/Cigars/Dominican-Republic/Centenario-Anejo
Dominican Republic,Casa de Garcia Maduro,Casa de Garcia Maduro Short Robusto,1,2.0,EUR,2.0,https://www.hacico.de/en/Cigars/Dominican-Republic/Casa-de-Garcia-Maduro
Dominican Republic,Casa de Garcia Maduro,Casa de Garcia Maduro Short Robusto,10,19.4,EUR,1.94,https://www.hacico.de/en/Cigars/Dominican-Republic/Casa-de-Garcia-Maduro
Dominican Republic,Casa de Garcia Maduro,Casa de Garcia Maduro Robusto,1,2.2,EUR,2.2,https://www.hacico.de/en/Cigars/Dominican-Republic/Casa-de-Garcia-Maduro
Dominican Republic,Casa de Garcia Maduro,Casa de Garcia Maduro Robusto,10,21.34,EUR,2.134,https://www.hacico.de/en/Cigars/Dominican-Republic/Casa-de-Garcia-Maduro
Dominican Republic,Casa de Garcia Maduro,Casa de Garcia Maduro Corona,1,2.1,EUR,2.1,https://www.hacico.de/en/Cigars/Dominican-Republic/Casa-de-Garcia-Maduro
Dominican Republic,Casa de Garcia Maduro,Casa de Garcia Maduro Corona,10,21.0,EUR,2.1,https://www.hacico.de/en/Cigars/Dominican-Republic/Casa-de-Garcia-Maduro
Dominican Republic,Casa de Garcia Maduro,Casa de Garcia Maduro Toro,1,2.3,EUR,2.3,https://www.hacico.de/en/Cigars/Dominican-Republic/Casa-de-Garcia-Maduro
Dominican Republic,Casa de Garcia Maduro,Casa de Garcia Maduro Toro,10,22.31,EUR,2.231,https://www.hacico.de/en/Cigars/Dominican-Republic/Casa-de-Garcia-Maduro
Dominican Republic,Casa de Garcia Maduro,Casa de Garcia Maduro Belicoso,1,2.4,EUR,2.4,https://www.hacico.de/en/Cigars/Dominican-Republic/Casa-de-Garcia-Maduro
Dominican Republic,Casa de Garcia Maduro,Casa de Garcia Maduro Belicoso,10,23.28,EUR,2.3280000000000003,https://www.hacico.de/en/Cigars/Dominican-Republic/Casa-de-Garcia-Maduro
Dominican Republic,Casa de Garcia Maduro,Casa de Garcia Maduro Churchill,1,2.4,EUR,2.4,https://www.hacico.de/en/Cigars/Dominican-Republic/Casa-de-Garcia-Maduro
Dominican Republic,Casa de Garcia Maduro,Casa de Garcia Maduro Churchill,10,23.28,EUR,2.3280000000000003,https://www.hacico.de/en/Cigars/Dominican-Republic/Casa-de-Garcia-Maduro
Dominican Republic,Casa de Garcia,Casa de Garcia Churchill,1,2.3,EUR,2.3,https://www.hacico.de/en/Cigars/Dominican-Republic/Casa-de-Garcia
Dominican Republic,Casa de Garcia,Casa de Garcia Churchill,10,22.31,EUR,2.231,https://www.hacico.de/en/Cigars/Dominican-Republic/Casa-de-Garcia
Dominican Republic,Casa de Garcia,Casa de Garcia Belicoso,1,2.4,EUR,2.4,https://www.hacico.de/en/Cigars/Dominican-Republic/Casa-de-Garcia
Dominican Republic,Casa de Garcia,Casa de Garcia Belicoso,10,23.28,EUR,2.3280000000000003,https://www.hacico.de/en/Cigars/Dominican-Republic/Casa-de-Garcia
Dominican Republic,Casa de Garcia,Casa de Garcia Toro,1,2.2,EUR,2.2,https://www.hacico.de/en/Cigars/Dominican-Republic/Casa-de-Garcia
Dominican Republic,Casa de Garcia,Casa de Garcia Toro,10,21.34,EUR,2.134,https://www.hacico.de/en/Cigars/Dominican-Republic/Casa-de-Garcia
Dominican Republic,Casa de Garcia,Casa de Garcia Corona,1,2.0,EUR,2.0,https://www.hacico.de/en/Cigars/Dominican-Republic/Casa-de-Garcia
Dominican Republic,Casa de Garcia,Casa de Garcia Corona,10,19.4,EUR,1.94,https://www.hacico.de/en/Cigars/Dominican-Republic/Casa-de-Garcia
Dominican Republic,Casa de Garcia,Casa de Garcia Robusto,1,2.2,EUR,2.2,https://www.hacico.de/en/Cigars/Dominican-Republic/Casa-de-Garcia
Dominican Republic,Casa de Garcia,Casa de Garcia Robusto,10,21.34,EUR,2.134,https://www.hacico.de/en/Cigars/Dominican-Republic/Casa-de-Garcia
Dominican Republic,Casa de Garcia,Casa de Garcia Short Robusto,1,2.1,EUR,2.1,https://www.hacico.de/en/Cigars/Dominican-Republic/Casa-de-Garcia
Dominican Republic,Casa de Garcia,Casa de Garcia Short Robusto,10,20.37,EUR,2.037,https://www.hacico.de/en/Cigars/Dominican-Republic/Casa-de-Garcia
Dominican Republic,Casa Culinaria Orange,Casa Culinaria Orange Churchill,1,2.6,EUR,2.6,https://www.hacico.de/en/Cigars/Dominican-Republic/Casa-Culinaria-Orange
Dominican Republic,Casa Culinaria Orange,Casa Culinaria Orange Churchill,10,25.22,EUR,2.522,https://www.hacico.de/en/Cigars/Dominican-Republic/Casa-Culinaria-Orange
Dominican Republic,Casa Culinaria Orange,Casa Culinaria Orange Corona,1,1.5,EUR,1.5,https://www.hacico.de/en/Cigars/Dominican-Republic/Casa-Culinaria-Orange
Dominican Republic,Casa Culinaria Orange,Casa Culinaria Orange Corona,10,14.55,EUR,1.455,https://www.hacico.de/en/Cigars/Dominican-Republic/Casa-Culinaria-Orange
Dominican Republic,Casa Culinaria Orange,Casa Culinaria Orange Petit,1,1.2,EUR,1.2,https://www.hacico.de/en/Cigars/Dominican-Republic/Casa-Culinaria-Orange
Dominican Republic,Casa Culinaria Orange,Casa Culinaria Orange Petit,10,11.64,EUR,1.1640000000000001,https://www.hacico.de/en/Cigars/Dominican-Republic/Casa-Culinaria-Orange
Dominican Republic,Casa Culinaria Orange,Casa Culinaria Orange Robusto,1,2.1,EUR,2.1,https://www.hacico.de/en/Cigars/Dominican-Republic/Casa-Culinaria-Orange
Dominican Republic,Casa Culinaria Orange,Casa Culinaria Orange Robusto,10,20.37,EUR,2.037,https://www.hacico.de/en/Cigars/Dominican-Republic/Casa-Culinaria-Orange
Dominican Republic,Casa Culinaria Orange,Casa Culinaria Orange Toro,1,2.2,EUR,2.2,https://www.hacico.de/en/Cigars/Dominican-Republic/Casa-Culinaria-Orange
Dominican Republic,Casa Culinaria Orange,Casa Culinaria Orange Toro,10,21.34,EUR,2.134,https://www.hacico.de/en/Cigars/Dominican-Republic/Casa-Culinaria-Orange
Dominican Republic,Carlos Andre Limited Edition,Carlos Andre Collector's Cut No. 1 Passion,1,20.0,EUR,20.0,https://www.hacico.de/en/Cigars/Dominican-Republic/Carlos-Andre-Limited-Edition
Dominican Republic,Carlos Andre Limited Edition,Carlos Andre Collector's Cut No. 1 Passion,10,194.0,EUR,19.4,https://www.hacico.de/en/Cigars/Dominican-Republic/Carlos-Andre-Limited-Edition
Dominican Republic,Carlos Andre,Carlos Andre Coronita,1,7.0,EUR,7.0,https://www.hacico.de/en/Cigars/Dominican-Republic/Carlos-Andre
Dominican Republic,Carlos Andre,Carlos Andre Coronita,10,67.9,EUR,6.790000000000001,https://www.hacico.de/en/Cigars/Dominican-Republic/Carlos-Andre
Dominican Republic,Carlos Andre,Carlos Andre Club,5,5.5,EUR,1.1,https://www.hacico.de/en/Cigars/Dominican-Republic/Carlos-Andre
Dominican Republic,Camacho Ecuador,Camacho Ecuador Gordo,1,10.1,EUR,10.1,https://www.hacico.de/en/Cigars/Dominican-Republic/Camacho-Ecuador
Dominican Republic,Camacho Ecuador,Camacho Ecuador Gordo,20,195.94,EUR,9.797,https://www.hacico.de/en/Cigars/Dominican-Republic/Camacho-Ecuador
Dominican Republic,Camacho Ecuador,Camacho Ecuador Robusto,1,6.9,EUR,6.9,https://www.hacico.de/en/Cigars/Dominican-Republic/Camacho-Ecuador
Dominican Republic,Camacho Ecuador,Camacho Ecuador Robusto,20,133.86,EUR,6.6930000000000005,https://www.hacico.de/en/Cigars/Dominican-Republic/Camacho-Ecuador
Dominican Republic,Camacho Ecuador,Camacho Ecuador Toro,1,8.1,EUR,8.1,https://www.hacico.de/en/Cigars/Dominican-Republic/Camacho-Ecuador
Dominican Republic,Camacho Ecuador,Camacho Ecuador Toro,20,157.14,EUR,7.856999999999999,https://www.hacico.de/en/Cigars/Dominican-Republic/Camacho-Ecuador
Dominican Republic,Camacho American Barrel-Aged,Camacho American Barrel-Aged Gordo,1,14.9,EUR,14.9,https://www.hacico.de/en/Cigars/Dominican-Republic/Camacho-American-Barrel-Aged
Dominican Republic,Camacho American Barrel-Aged,Camacho American Barrel-Aged Gordo,20,289.06,EUR,14.453,https://www.hacico.de/en/Cigars/Dominican-Republic/Camacho-American-Barrel-Aged
Dominican Republic,Camacho American Barrel-Aged,Camacho American Barrel-Aged Toro,1,13.8,EUR,13.8,https://www.hacico.de/en/Cigars/Dominican-Republic/Camacho-American-Barrel-Aged
Dominican Republic,Camacho American Barrel-Aged,Camacho American Barrel-Aged Toro,20,267.72,EUR,13.386000000000001,https://www.hacico.de/en/Cigars/Dominican-Republic/Camacho-American-Barrel-Aged
Dominican Republic,Camacho American Barrel-Aged,Camacho American Barrel-Aged Robusto Tubos,1,13.0,EUR,13.0,https://www.hacico.de/en/Cigars/Dominican-Republic/Camacho-American-Barrel-Aged
Dominican Republic,Camacho American Barrel-Aged,Camacho American Barrel-Aged Robusto Tubos,20,252.2,EUR,12.61,https://www.hacico.de/en/Cigars/Dominican-Republic/Camacho-American-Barrel-Aged
Dominican Republic,Camacho American Barrel-Aged,Camacho American Barrel-Aged Assortment,1,13.8,EUR,13.8,https://www.hacico.de/en/Cigars/Dominican-Republic/Camacho-American-Barrel-Aged
Dominican Republic,Camacho American Barrel-Aged,Camacho American Barrel-Aged Assortment,3,40.16,EUR,13.386666666666665,https://www.hacico.de/en/Cigars/Dominican-Republic/Camacho-American-Barrel-Aged
Dominican Republic,Caldwell Long live the King,Caldwell Long live the King Petite Double Wide Short Churchill,1,12.0,EUR,12.0,https://www.hacico.de/en/Cigars/Dominican-Republic/Caldwell-Long-live-the-King
Dominican Republic,Caldwell Long live the King,Caldwell Long live the King Petite Double Wide Short Churchill,24,279.36,EUR,11.64,https://www.hacico.de/en/Cigars/Dominican-Republic/Caldwell-Long-live-the-King
Dominican Republic,Caldwell The King is Dead,Caldwell The King is Dead The Last Payday (Torpedo),1,10.5,EUR,10.5,https://www.hacico.de/en/Cigars/Dominican-Republic/Caldwell-The-King-is-Dead
Dominican Republic,Caldwell The King is Dead,Caldwell The King is Dead The Last Payday (Torpedo),24,244.44,EUR,10.185,https://www.hacico.de/en/Cigars/Dominican-Republic/Caldwell-The-King-is-Dead
Dominican Republic,Caldwell Blind Man´s Bluff,Caldwell Blind Man´s Bluff Robusto,1,8.6,EUR,8.6,https://www.hacico.de/en/Cigars/Dominican-Republic/Caldwell-Blind-Man-180s-Bluff
Dominican Republic,Caldwell Blind Man´s Bluff,Caldwell Blind Man´s Bluff Robusto,20,166.84,EUR,8.342,https://www.hacico.de/en/Cigars/Dominican-Republic/Caldwell-Blind-Man-180s-Bluff
Dominican Republic,Buena Vista,Buena Vista Robusto,1,7.2,EUR,7.2,https://www.hacico.de/en/Cigars/Dominican-Republic/Buena-Vista
Dominican Republic,Buena Vista,Buena Vista Robusto,20,139.68,EUR,6.984,https://www.hacico.de/en/Cigars/Dominican-Republic/Buena-Vista
Dominican Republic,Buena Vista,Buena Vista Short Robusto,1,6.7,EUR,6.7,https://www.hacico.de/en/Cigars/Dominican-Republic/Buena-Vista
Dominican Republic,Buena Vista,Buena Vista Short Robusto,20,129.98,EUR,6.499,https://www.hacico.de/en/Cigars/Dominican-Republic/Buena-Vista
Dominican Republic,Buena Vista,Buena Vista Toro,1,7.7,EUR,7.7,https://www.hacico.de/en/Cigars/Dominican-Republic/Buena-Vista
Dominican Republic,Buena Vista,Buena Vista Toro,20,149.38,EUR,7.468999999999999,https://www.hacico.de/en/Cigars/Dominican-Republic/Buena-Vista
Dominican Republic,Buena Vista,Buena Vista Churchill,1,11.9,EUR,11.9,https://www.hacico.de/en/Cigars/Dominican-Republic/Buena-Vista
Dominican Republic,Buena Vista,Buena Vista Churchill,4,46.17,EUR,11.5425,https://www.hacico.de/en/Cigars/Dominican-Republic/Buena-Vista
Dominican Republic,Buena Vista,Buena Vista Petit Corona,1,6.2,EUR,6.2,https://www.hacico.de/en/Cigars/Dominican-Republic/Buena-Vista
Dominican Republic,Buena Vista,Buena Vista Petit Corona,5,30.07,EUR,6.014,https://www.hacico.de/en/Cigars/Dominican-Republic/Buena-Vista
Dominican Republic,Buena Vista,Buena Vista Petit Corona,30,180.42,EUR,6.013999999999999,https://www.hacico.de/en/Cigars/Dominican-Republic/Buena-Vista
Dominican Republic,Buena Vista,Buena Vista Belicoso,1,8.7,EUR,8.7,https://www.hacico.de/en/Cigars/Dominican-Republic/Buena-Vista
Dominican Republic,Buena Vista,Buena Vista Belicoso,5,42.2,EUR,8.440000000000001,https://www.hacico.de/en/Cigars/Dominican-Republic/Buena-Vista
Dominican Republic,Buena Vista,Buena Vista Belicoso,20,168.78,EUR,8.439,https://www.hacico.de/en/Cigars/Dominican-Republic/Buena-Vista
Dominican Republic,Buena Vista,Buena Vista Araperique Miniaturas No. 720,20,8.63,EUR,0.43150000000000005,https://www.hacico.de/en/Cigars/Dominican-Republic/Buena-Vista
Dominican Republic,Buena Vista,Buena Vista Araperique Cigarillos No. 721,20,10.19,EUR,0.5095,https://www.hacico.de/en/Cigars/Dominican-Republic/Buena-Vista
Dominican Republic,Buena Vista,Buena Vista Araperique Cigarros No. 722,10,8.63,EUR,0.8630000000000001,https://www.hacico.de/en/Cigars/Dominican-Republic/Buena-Vista
Dominican Republic,Buena Vista,Buena Vista Dark Fired Kentucky Short Robusto,1,6.9,EUR,6.9,https://www.hacico.de/en/Cigars/Dominican-Republic/Buena-Vista
Dominican Republic,Buena Vista,Buena Vista Dark Fired Kentucky Short Robusto,20,133.86,EUR,6.6930000000000005,https://www.hacico.de/en/Cigars/Dominican-Republic/Buena-Vista
Dominican Republic,Buena Vista,Buena Vista Dark Fired Kentucky Robusto,1,7.4,EUR,7.4,https://www.hacico.de/en/Cigars/Dominican-Republic/Buena-Vista
Dominican Republic,Buena Vista,Buena Vista Dark Fired Kentucky Robusto,20,143.56,EUR,7.178,https://www.hacico.de/en/Cigars/Dominican-Republic/Buena-Vista
Dominican Republic,Buena Vista,Buena Vista Dark Fired Kentucky Toro,1,7.9,EUR,7.9,https://www.hacico.de/en/Cigars/Dominican-Republic/Buena-Vista
Dominican Republic,Buena Vista,Buena Vista Dark Fired Kentucky Toro,20,153.26,EUR,7.662999999999999,https://www.hacico.de/en/Cigars/Dominican-Republic/Buena-Vista
Dominican Republic,Bossner Prinz von Hohenzollern,Bossner Prinz von Hohenzollern,1,12.5,EUR,12.5,https://www.hacico.de/en/Cigars/Dominican-Republic/Bossner-Prinz-von-Hohenzollern
Dominican Republic,Bossner Prinz von Hohenzollern,Bossner Prinz von Hohenzollern,20,242.5,EUR,12.125,https://www.hacico.de/en/Cigars/Dominican-Republic/Bossner-Prinz-von-Hohenzollern
Dominican Republic,Bossner Classic,Bossner Classic Alexander I Claro,1,6.0,EUR,6.0,https://www.hacico.de/en/Cigars/Dominican-Republic/Bossner-Classic
Dominican Republic,Bossner Classic,Bossner Classic Alexander I Claro,5,29.1,EUR,5.82,https://www.hacico.de/en/Cigars/Dominican-Republic/Bossner-Classic
Dominican Republic,Bossner Classic,Bossner Classic Ekaterina I Claro,1,7.5,EUR,7.5,https://www.hacico.de/en/Cigars/Dominican-Republic/Bossner-Classic
Dominican Republic,Bossner Classic,Bossner Classic Ekaterina I Claro,5,36.38,EUR,7.276000000000001,https://www.hacico.de/en/Cigars/Dominican-Republic/Bossner-Classic
Dominican Republic,Bossner Classic,Bossner Classic Elizabeth claro,1,8.5,EUR,8.5,https://www.hacico.de/en/Cigars/Dominican-Republic/Bossner-Classic
Dominican Republic,Bossner Classic,Bossner Classic Elizabeth claro,5,41.23,EUR,8.245999999999999,https://www.hacico.de/en/Cigars/Dominican-Republic/Bossner-Classic
Dominican Republic,Bossner Classic,Bossner Classic Churchill,1,12.5,EUR,12.5,https://www.hacico.de/en/Cigars/Dominican-Republic/Bossner-Classic
Dominican Republic,Bossner Classic,Bossner Classic Churchill,3,36.38,EUR,12.126666666666667,https://www.hacico.de/en/Cigars/Dominican-Republic/Bossner-Classic
Dominican Republic,Bossner Classic,Bossner Classic Churchill,10,121.25,EUR,12.125,https://www.hacico.de/en/Cigars/Dominican-Republic/Bossner-Classic
Dominican Republic,Bossner Classic,Bossner Classic Churchill T.E.,1,13.5,EUR,13.5,https://www.hacico.de/en/Cigars/Dominican-Republic/Bossner-Classic
Dominican Republic,Bossner Classic,Bossner Classic Churchill T.E.,10,131.44,EUR,13.144,https://www.hacico.de/en/Cigars/Dominican-Republic/Bossner-Classic
Dominican Republic,Bossner Classic,Bossner Classic Corona 001,1,8.5,EUR,8.5,https://www.hacico.de/en/Cigars/Dominican-Republic/Bossner-Classic
Dominican Republic,Bossner Classic,Bossner Classic Corona 001,10,82.45,EUR,8.245000000000001,https://www.hacico.de/en/Cigars/Dominican-Republic/Bossner-Classic
Dominican Republic,Bossner Classic,Bossner Classic Corona 002,1,7.5,EUR,7.5,https://www.hacico.de/en/Cigars/Dominican-Republic/Bossner-Classic
Dominican Republic,Bossner Classic,Bossner Classic Corona 002,10,72.75,EUR,7.275,https://www.hacico.de/en/Cigars/Dominican-Republic/Bossner-Classic
Dominican Republic,Bossner Classic,Bossner Classic Corona 003,1,7.0,EUR,7.0,https://www.hacico.de/en/Cigars/Dominican-Republic/Bossner-Classic
Dominican Republic,Bossner Classic,Bossner Classic Corona 003,10,67.9,EUR,6.790000000000001,https://www.hacico.de/en/Cigars/Dominican-Republic/Bossner-Classic
Dominican Republic,Bossner Classic,Bossner Classic Corona 004,1,6.5,EUR,6.5,https://www.hacico.de/en/Cigars/Dominican-Republic/Bossner-Classic
Dominican Republic,Bossner Classic,Bossner Classic Corona 004,10,63.05,EUR,6.305,https://www.hacico.de/en/Cigars/Dominican-Republic/Bossner-Classic
